Wavelength,Flux,BestFit,SkyFlux
6697.305,12.009,12.559,5.934
6698.846,12.389,12.628,6.287
6700.390,13.275,12.595,6.741
6701.932,13.133,12.595,6.870
6703.474,13.063,12.604,6.650
6705.019,13.287,12.613,6.692
6706.562,12.754,12.626,6.881
6708.108,12.211,12.603,7.022
6709.652,12.606,12.487,6.946
6711.199,13.640,12.488,6.678
6712.743,11.740,12.565,6.469
6714.287,11.950,12.679,6.180
6715.835,12.494,12.731,6.073
6717.380,12.006,12.657,6.659
6718.929,12.964,12.600,6.678
6720.475,12.398,12.575,6.423
6722.025,13.939,12.488,6.100
6723.571,12.214,12.557,6.165
6725.118,13.726,12.650,5.838
6726.669,12.712,12.530,5.845
6728.216,12.388,12.581,6.116
6729.768,12.869,12.629,6.016
6731.316,12.453,12.633,6.043
6732.868,12.051,12.667,6.323
6734.417,12.789,12.746,6.229
6735.966,12.874,12.873,6.100
6737.519,12.168,13.336,6.043
6739.069,14.726,14.974,5.993
6740.623,19.111,18.444,6.197
6742.174,23.343,20.607,6.455
6743.729,22.623,19.397,6.469
6745.280,15.632,15.971,6.585
6746.832,11.848,13.359,6.535
6748.388,12.066,12.459,6.336
6749.940,12.083,12.744,6.194
6751.497,13.080,13.848,5.990
6753.050,15.458,21.800,5.842
6754.607,37.536,45.524,5.952
6756.161,95.790,81.058,5.615
6757.715,130.335,96.446,5.775
6759.274,94.429,75.068,5.746
6760.829,32.387,41.105,5.649
6762.388,13.864,19.013,5.874
6763.943,12.749,13.350,5.650
6765.503,12.522,12.541,5.763
6767.059,11.096,12.283,5.690
6768.616,11.695,12.313,5.717
6770.177,12.016,12.392,5.824
6771.734,12.845,12.666,5.691
6773.296,13.516,13.945,5.648
6774.854,14.651,17.656,5.573
6776.416,27.357,26.725,5.609
6777.975,46.153,36.340,5.706
6779.535,49.419,36.908,5.702
6781.098,30.336,28.065,5.560
6782.658,15.055,18.561,5.585
6784.222,12.824,14.153,5.677
6785.783,11.923,12.938,5.819
6787.348,12.315,12.447,5.879
6788.909,12.485,12.129,5.847
6790.471,11.892,12.144,6.033
6792.037,12.261,12.417,6.103
6793.599,13.031,12.512,5.734
6795.166,12.802,12.546,5.575
6796.729,12.601,12.584,5.600
6798.296,12.632,12.607,5.674
6799.860,12.144,12.602,5.620
6801.428,12.555,12.562,5.630
6802.993,11.676,12.425,5.665
6804.558,13.276,12.265,5.664
6806.127,12.368,12.455,5.671
6807.693,11.996,12.567,5.650
6809.263,13.270,12.506,5.552
6810.829,13.006,12.582,5.576
6812.400,11.311,12.664,5.821
6813.967,12.087,12.762,5.721
6815.534,12.888,12.684,5.556
6817.106,12.228,12.628,5.492
6818.674,12.416,12.658,5.540
6820.247,12.622,12.591,5.715
6821.816,13.368,12.418,5.636
6823.389,13.785,12.533,5.452
6824.958,13.261,12.560,5.374
6826.528,13.378,12.497,6.814
6828.103,12.896,12.421,12.744
6829.673,11.658,12.351,23.272
6831.248,11.811,12.386,29.639
6832.820,13.201,12.458,25.789
6834.396,14.209,12.470,22.535
6835.968,12.929,12.539,26.226
6837.540,11.854,12.588,23.032
6839.117,13.162,12.480,12.461
6840.690,12.966,12.474,7.346
6842.268,12.718,12.426,9.384
6843.842,11.450,12.465,11.420
6845.420,12.290,12.536,9.497
6846.995,11.718,12.524,6.526
6848.570,12.721,12.456,5.640
6850.149,13.255,12.523,5.879
6851.725,13.433,12.409,6.447
6853.305,12.901,12.394,6.470
6854.882,11.811,12.402,6.187
6856.462,12.053,12.357,5.741
6858.040,12.155,12.338,5.578
6859.617,13.304,12.351,5.443
6861.199,12.448,12.223,5.698
6862.778,11.268,12.179,10.572
6864.360,11.986,12.302,29.030
6865.939,10.075,12.426,41.340
6867.523,10.453,12.407,32.629
6869.102,12.058,12.478,15.418
6870.683,12.971,12.604,9.115
6872.267,12.008,12.592,10.947
6873.848,13.382,12.699,10.867
6875.433,12.076,12.901,7.861
6877.015,10.945,12.898,5.548
6878.601,12.962,12.763,5.608
6880.183,12.308,12.482,6.535
6881.766,10.811,12.398,8.698
6883.353,11.357,12.482,10.176
6884.936,12.364,12.516,9.462
6886.524,13.656,12.435,7.215
6888.108,13.411,12.513,7.258
6889.697,12.327,12.564,11.043
6891.281,11.938,12.573,14.694
6892.867,13.293,12.451,12.642
6894.456,12.750,12.336,7.807
6896.042,11.419,12.376,6.801
6897.633,12.395,12.270,6.561
6899.219,12.050,12.333,6.220
6900.810,12.248,12.357,8.842
6902.398,12.625,12.363,13.373
6903.986,10.668,12.406,12.778
6905.578,11.488,12.415,8.263
6907.166,12.758,12.342,5.720
6908.759,11.737,12.708,5.529
6910.349,11.906,13.067,5.540
6911.942,14.478,15.759,8.204
6913.532,21.189,21.874,14.950
6915.123,31.597,28.155,17.818
6916.717,31.075,27.777,12.353
6918.308,20.418,20.820,6.895
6919.904,14.630,15.257,5.506
6921.496,12.321,13.051,6.425
6923.092,12.349,12.722,14.536
6924.684,11.373,12.913,24.452
6926.281,11.778,14.108,23.979
6927.875,18.046,17.908,13.689
6929.468,25.883,23.138,6.896
6931.066,28.876,24.418,5.753
6932.661,21.073,20.434,5.572
6934.259,13.280,15.341,5.373
6935.855,12.431,12.938,5.299
6937.454,11.762,12.452,5.673
6939.050,12.104,12.317,8.501
6940.646,12.771,12.215,14.221
6942.247,12.252,12.243,15.892
6943.844,12.222,12.340,11.224
6945.445,12.420,12.335,6.151
6947.043,11.723,12.213,6.259
6948.645,11.529,12.158,12.410
6950.243,11.454,12.136,25.908
6951.842,10.321,12.152,29.142
6953.445,11.816,12.226,17.529
6955.045,12.247,12.193,7.177
6956.649,12.166,12.278,6.344
6958.249,14.157,12.381,6.293
6959.854,12.325,12.419,6.471
6961.455,12.605,12.430,6.225
6963.056,11.255,12.435,6.416
6964.662,12.022,12.301,6.157
6966.264,11.943,12.165,6.463
6967.871,12.795,12.126,6.517
6969.473,12.398,12.109,8.244
6971.081,11.802,12.143,12.174
6972.684,11.676,12.288,13.089
6974.288,11.931,12.333,9.340
6975.897,12.851,12.385,6.519
6977.501,12.998,12.461,8.523
6979.110,11.003,12.464,16.836
6980.716,11.251,12.326,21.405
6982.326,12.654,12.134,15.852
6983.932,11.972,12.126,8.564
6985.539,12.556,12.191,6.599
6987.149,11.551,12.049,6.371
6988.757,11.698,12.057,6.364
6990.368,12.611,12.225,6.226
6991.977,12.323,12.217,6.034
6993.589,11.869,12.251,5.829
6995.198,11.944,12.247,5.868
6996.807,12.237,12.241,6.123
6998.420,12.119,12.263,6.399
7000.030,11.644,12.303,6.279
7001.645,11.688,12.292,6.175
7003.255,12.426,12.178,7.166
7004.870,12.375,12.319,9.019
7006.482,12.218,12.241,9.724
7008.094,12.219,12.275,7.934
7009.710,12.053,12.341,6.217
7011.322,12.893,12.109,8.517
7012.939,12.204,12.278,12.500
7014.552,11.888,12.262,12.447
7016.170,12.221,12.130,8.110
7017.784,12.937,12.171,5.511
7019.398,12.375,12.320,5.174
7021.017,11.872,12.314,5.223
7022.632,12.571,12.316,5.335
7024.252,11.665,12.325,5.134
7025.867,12.848,12.431,5.113
7027.488,12.863,12.429,5.202
7029.104,12.861,12.345,5.537
7030.721,12.379,12.359,5.543
7032.343,11.354,12.261,5.587
7033.960,11.498,12.264,5.737
7035.582,12.217,12.195,5.610
7037.201,11.583,12.197,5.271
7038.824,12.001,12.269,5.206
7040.443,12.435,12.200,5.549
7042.066,12.511,12.027,6.961
7043.686,10.744,11.974,7.961
7045.307,12.005,11.970,7.136
7046.931,12.302,12.050,7.361
7048.553,11.477,12.198,10.564
7050.178,12.941,12.285,12.910
7051.800,12.592,12.253,11.765
7053.426,11.702,12.255,9.354
7055.049,12.847,12.217,7.973
7056.672,11.902,12.178,7.091
7058.299,12.234,12.132,6.412
7059.923,12.580,12.070,5.974
7061.551,12.037,12.137,6.005
7063.175,12.077,12.074,6.662
7064.804,12.460,12.056,7.013
7066.429,10.964,12.175,7.400
7068.055,11.838,12.298,7.467
7069.685,12.388,12.308,7.481
7071.311,11.695,12.416,7.510
7072.942,12.422,12.403,7.119
7074.569,12.050,12.248,6.988
7076.200,11.972,12.230,7.100
7077.828,12.836,12.316,6.948
7079.456,12.780,12.233,6.813
7081.089,12.060,12.162,6.871
7082.718,12.132,12.372,7.288
7084.351,13.137,12.282,7.945
7085.981,13.093,12.199,7.692
7087.615,12.067,12.242,7.060
7089.245,12.140,12.177,7.852
7090.876,12.035,12.326,8.802
7092.511,11.992,12.480,8.275
7094.143,12.565,12.470,6.929
7095.779,12.218,12.415,6.238
7097.411,11.776,12.406,5.785
7099.048,12.136,12.456,5.449
7100.681,12.794,12.611,5.498
7102.314,12.867,12.367,5.486
7103.952,12.638,12.319,5.538
7105.587,11.911,12.434,5.646
7107.225,12.285,12.427,5.499
7108.860,11.367,12.328,5.672
7110.499,11.765,12.543,5.808
7112.135,12.301,12.563,5.787
7113.771,11.890,12.482,5.733
7115.412,12.782,12.423,5.633
7117.049,12.210,12.374,5.645
7118.690,10.855,12.262,5.616
7120.327,11.961,12.137,5.532
7121.969,12.276,12.208,5.323
7123.608,12.352,12.317,5.335
7125.246,11.776,12.339,5.466
7126.890,12.708,12.302,5.530
7128.529,13.182,12.273,6.436
7130.173,12.524,12.179,7.040
7131.813,12.675,12.143,6.386
7133.458,12.474,12.202,6.386
7135.099,11.337,12.305,6.777
7136.740,12.730,12.337,6.433
7138.386,13.293,12.253,5.541
7140.028,12.797,12.239,5.510
7141.675,11.862,12.297,5.823
7143.318,12.464,12.341,7.262
7144.965,12.589,12.356,9.094
7146.608,11.629,12.376,9.388
7148.253,12.987,12.344,8.934
7149.901,12.712,12.087,7.986
7151.546,12.013,12.079,7.323
7153.195,11.513,12.165,6.515
7154.840,11.234,12.170,6.047
7156.490,12.545,12.137,5.621
7158.137,12.804,12.161,6.143
7159.783,11.294,12.125,6.785
7161.434,12.787,12.315,7.147
7163.082,10.478,12.395,7.232
7164.734,11.252,12.306,7.295
7166.382,12.243,12.253,7.024
7168.034,11.852,12.369,7.024
7169.683,12.903,12.381,7.028
7171.337,12.211,12.381,6.963
7172.987,12.618,12.413,6.605
7174.637,12.543,12.421,6.606
7176.291,12.280,12.417,6.962
7177.942,12.283,12.448,7.377
7179.597,11.594,12.405,7.426
7181.249,11.958,12.240,7.028
7182.905,12.630,12.054,6.954
7184.557,11.972,11.931,6.815
7186.210,11.850,11.934,6.309
7187.867,12.592,12.052,5.625
7189.521,12.472,12.126,5.381
7191.179,12.549,12.362,5.524
7192.833,12.707,12.396,5.371
7194.492,12.633,12.327,5.168
7196.147,13.242,12.362,5.225
7197.802,13.033,12.468,5.244
7199.462,12.226,12.409,5.385
7201.118,12.058,12.346,5.818
7202.779,13.326,12.348,5.972
7204.436,11.312,12.320,5.810
7206.097,10.855,12.290,5.552
7207.755,12.739,12.296,5.393
7209.413,12.318,12.071,5.501
7211.075,13.062,12.159,5.550
7212.734,12.536,12.245,5.375
7214.398,12.004,12.149,5.367
7216.057,12.375,12.059,5.279
7217.721,11.843,12.198,5.172
7219.382,12.543,12.280,5.159
7221.043,14.033,12.199,5.428
7222.708,12.532,12.063,6.186
7224.369,11.156,12.023,6.824
7226.035,12.312,12.050,6.616
7227.697,12.507,12.073,6.149
7229.364,12.666,12.271,6.319
7231.027,12.359,12.233,6.623
7232.691,11.228,12.175,6.563
7234.359,11.743,12.130,6.775
7236.023,12.176,12.131,7.168
7237.691,11.625,12.273,9.455
7239.357,11.087,12.433,24.496
7241.026,13.075,12.351,51.516
7242.692,11.657,12.297,64.843
7244.358,12.128,12.176,57.621
7246.028,10.848,12.089,59.273
7247.695,10.082,12.305,61.127
7249.367,12.256,12.489,38.602
7251.034,13.907,12.460,15.427
7252.706,12.628,12.529,11.068
7254.375,11.520,12.583,16.067
7256.044,12.052,12.572,18.513
7257.717,12.591,12.616,14.981
7259.387,13.050,12.555,9.868
7261.061,12.173,12.334,7.264
7262.731,10.885,12.218,6.639
7264.406,9.584,12.023,6.831
7266.077,10.776,11.892,7.109
7267.748,12.107,12.073,7.685
7269.424,11.620,11.865,8.947
7271.097,11.332,11.907,9.636
7272.773,12.417,12.125,8.778
7274.447,13.323,12.234,11.261
7276.124,12.071,12.112,38.172
7277.798,9.882,11.891,78.853
7279.472,12.430,11.839,79.591
7281.151,13.791,12.030,38.555
7282.826,12.265,12.015,12.938
7284.505,11.046,12.008,21.491
7286.181,12.072,12.122,35.357
7287.861,13.411,12.114,32.962
7289.538,11.813,11.996,17.082
7291.215,12.048,11.983,8.063
7292.896,11.595,11.839,7.588
7294.574,11.526,11.762,8.177
7296.256,12.219,11.784,11.552
7297.934,10.507,11.648,15.391
7299.617,11.346,11.432,13.413
7301.296,11.883,11.360,8.094
7302.980,12.269,11.491,9.493
7304.660,11.452,11.560,19.583
7306.341,11.958,11.531,24.537
7308.025,11.988,11.630,17.073
7309.707,11.125,11.762,8.804
7311.392,11.236,11.603,7.315
7313.074,11.875,11.688,8.204
7314.761,11.959,11.762,11.383
7316.443,10.421,11.644,35.929
7318.126,8.725,11.581,65.189
7319.814,10.309,11.584,56.672
7321.498,12.443,11.472,23.265
7323.186,13.019,11.435,6.708
7324.871,11.583,11.505,5.626
7326.560,11.484,11.592,5.593
7328.245,10.970,11.597,10.229
7329.931,11.406,11.521,24.405
7331.622,12.116,11.515,34.100
7333.308,12.106,11.570,24.284
7334.999,11.449,11.554,10.553
7336.687,10.919,11.434,6.457
7338.379,11.496,11.355,6.112
7340.067,12.441,11.430,19.293
7341.755,9.577,11.312,57.929
7343.448,9.600,11.435,77.848
7345.138,12.542,12.199,47.815
7346.831,12.414,13.078,15.087
7348.522,11.879,13.024,7.632
7350.216,12.880,12.202,7.510
7351.907,12.061,11.781,7.804
7353.598,11.726,11.584,8.448
7355.294,12.279,11.432,8.361
7356.986,11.821,11.342,8.252
7358.683,10.776,11.313,17.468
7360.375,11.501,11.205,30.299
7362.073,13.005,11.280,27.540
7363.766,11.672,11.443,14.451
7365.460,11.600,11.520,7.863
7367.159,11.409,11.519,7.798
7368.854,12.653,11.569,21.545
7370.553,8.900,11.616,49.955
7372.248,9.555,11.656,57.798
7373.948,11.560,11.519,31.754
7375.645,12.616,11.378,10.956
7377.342,12.090,11.372,7.377
7379.043,12.575,11.436,6.750
7380.740,10.223,11.513,6.449
7382.442,10.112,11.620,6.372
7384.141,11.478,11.656,6.199
7385.843,11.797,11.695,6.091
7387.543,11.669,11.678,6.019
7389.242,11.559,11.489,6.256
7390.946,11.294,11.431,8.258
7392.646,9.575,11.382,17.513
7394.351,9.163,11.400,24.940
7396.052,12.483,11.466,19.169
7397.758,11.072,11.482,9.101
7399.459,11.325,11.368,6.225
7401.162,10.492,11.194,13.100
7402.868,11.145,11.115,35.345
7404.571,11.911,11.281,43.914
7406.279,11.747,11.405,24.944
7407.983,11.328,11.380,8.788
7409.691,10.814,11.414,5.547
7411.395,11.540,11.467,5.451
7413.100,12.065,11.449,6.391
7414.810,11.810,11.389,7.000
7416.516,10.519,11.442,6.836
7418.226,12.672,11.519,6.620
7419.932,10.516,11.364,6.543
7421.643,11.013,11.148,6.008
7423.351,12.257,11.329,5.514
7425.059,11.102,11.540,5.766
7426.771,11.092,11.542,5.683
7428.479,11.820,11.467,6.247
7430.192,13.196,11.525,11.358
7431.902,10.519,11.514,16.730
7433.615,12.636,11.477,13.417
7435.325,11.154,11.509,7.126
7437.040,11.320,11.514,6.179
7438.751,12.253,11.521,15.770
7440.462,10.495,11.642,27.060
7442.178,12.321,11.652,22.646
7443.890,11.008,11.685,9.290
7445.607,10.957,11.759,5.795
7447.319,10.806,11.836,5.552
7449.037,11.470,11.858,5.547
7450.750,12.763,11.837,5.535
7452.464,11.873,11.914,5.432
7454.183,11.951,11.778,5.596
7455.898,12.846,11.801,5.554
7457.617,12.454,11.795,5.358
7459.333,11.788,11.617,5.763
7461.053,11.876,11.545,6.330
7462.769,11.197,11.806,7.485
7464.486,10.980,11.745,9.510
7466.207,12.761,11.698,10.337
7467.925,11.558,11.684,12.188
7469.647,11.209,11.717,12.127
7471.365,11.599,11.876,11.963
7473.088,11.729,11.825,16.334
7474.807,11.402,11.724,21.124
7476.527,10.237,11.805,18.068
7478.251,10.314,11.818,12.244
7479.971,11.626,11.714,13.641
7481.696,11.065,11.738,20.526
7483.417,11.912,11.756,21.373
7485.143,12.303,11.868,20.642
7486.865,12.398,11.946,17.683
7488.587,12.101,11.901,10.585
7490.314,12.239,11.847,6.684
7492.037,13.050,11.898,6.136
7493.765,12.615,11.816,7.404
7495.489,11.936,11.904,9.956
7497.217,11.888,11.758,9.307
7498.942,11.054,11.597,6.592
7500.667,11.334,11.631,5.577
7502.397,11.964,11.697,5.919
7504.123,11.180,11.681,5.877
7505.853,12.024,11.683,5.606
7507.580,12.283,11.534,5.521
7509.311,11.007,11.526,5.463
7511.039,11.064,11.741,5.464
7512.767,12.404,11.878,5.384
7514.499,12.427,11.908,5.262
7516.228,11.808,11.835,5.963
7517.961,11.637,11.809,7.952
7519.690,11.866,11.900,9.623
7521.424,11.782,11.982,8.774
7523.155,12.366,11.868,14.097
7524.885,10.721,11.702,35.726
7526.621,11.661,11.799,45.987
7528.352,12.978,11.875,28.169
7530.088,12.832,11.892,12.831
7531.820,12.602,11.955,15.118
7533.557,12.831,12.104,16.604
7535.290,12.958,12.294,10.533
7537.024,12.239,12.753,6.330
7538.762,11.952,12.546,6.064
7540.496,12.624,12.112,7.270
7542.235,12.152,11.961,9.024
7543.970,10.951,11.970,8.590
7545.710,11.511,12.201,6.261
7547.446,12.290,12.437,5.767
7549.182,11.398,12.376,6.038
7550.923,11.571,12.147,5.675
7552.660,12.202,12.041,5.748
7554.401,12.033,12.163,6.082
7556.139,11.307,12.220,6.489
7557.882,12.212,12.025,10.076
7559.620,12.093,11.951,14.271
7561.359,12.282,11.932,12.092
7563.103,12.737,11.891,7.091
7564.843,12.098,11.931,6.194
7566.587,12.476,11.941,5.822
7568.328,11.901,11.872,7.440
7570.073,11.714,11.856,9.563
7571.815,11.068,11.793,17.868
7573.561,12.579,11.671,32.456
7575.303,10.430,11.669,31.008
7577.046,11.916,11.828,15.873
7578.793,12.160,11.858,7.417
7580.537,12.003,11.722,5.999
7582.285,12.231,11.699,5.517
7584.029,11.578,11.822,5.643
7585.778,13.471,11.894,8.486
7587.523,13.018,12.116,14.541
7589.268,11.523,12.142,15.739
7591.018,11.982,12.203,10.131
7592.765,12.024,12.254,6.332
7594.516,12.430,12.309,5.783
7596.263,12.290,12.478,5.972
7598.014,12.378,12.446,12.347
7599.762,10.641,12.276,27.311
7601.511,13.194,12.025,34.308
7603.264,11.571,11.817,22.277
7605.013,11.517,11.726,11.773
7606.766,10.997,11.730,10.706
7608.516,10.708,11.771,10.275
7610.271,11.143,11.864,10.304
7612.021,12.260,11.923,10.421
7613.773,10.433,11.892,10.423
7615.528,11.861,11.971,8.955
7617.280,11.734,12.219,9.310
7619.037,12.629,11.889,14.233
7620.790,10.124,11.904,16.708
7622.547,14.439,12.076,14.073
7624.300,12.319,12.150,11.957
7626.054,12.827,12.093,11.154
7627.813,12.605,11.993,11.467
7629.568,11.726,11.858,24.693
7631.327,11.732,11.757,31.758
7633.083,14.142,11.762,19.868
7634.843,10.107,11.825,8.833
7636.599,12.212,11.847,7.877
7638.356,10.974,11.811,7.474
7640.117,12.332,11.878,7.155
7641.875,10.422,11.911,7.579
7643.637,12.116,11.788,7.936
7645.396,12.297,11.802,7.934
7647.159,11.294,12.012,7.327
7648.918,10.995,12.129,6.874
7650.677,12.050,12.180,6.743
7652.442,11.519,11.818,7.450
7654.202,11.303,11.965,10.437
7655.967,10.702,12.256,12.424
7657.728,11.168,12.198,9.922
7659.494,12.460,12.007,6.570
7661.256,11.700,11.987,7.108
7663.019,11.459,12.128,13.151
7664.786,12.665,12.008,17.484
7666.549,11.865,11.872,13.799
7668.317,12.732,11.938,7.714
7670.081,13.266,12.060,5.803
7671.850,12.841,12.186,5.559
7673.615,12.869,12.196,5.739
7675.380,13.447,12.276,5.944
7677.150,12.517,12.256,5.761
7678.916,10.895,12.066,5.492
7680.687,11.026,11.957,5.702
7682.454,11.907,12.043,6.686
7684.225,11.807,11.991,7.735
7685.993,11.663,12.011,7.504
7687.761,11.326,12.195,8.003
7689.534,12.137,12.283,8.911
7691.303,11.240,12.055,8.770
7693.077,12.160,12.065,9.180
7694.846,11.834,11.968,9.646
7696.621,11.137,11.916,8.371
7698.391,11.738,11.952,7.513
7700.162,12.041,12.018,11.249
7701.938,12.024,12.083,13.905
7703.710,10.656,12.131,11.116
7705.486,11.985,12.016,7.234
7707.259,11.657,12.052,6.180
7709.036,12.316,12.115,5.745
7710.810,12.139,12.076,9.028
7712.588,10.990,12.026,33.875
7714.362,9.415,11.904,72.109
7716.137,12.596,11.740,84.926
7717.916,10.658,11.765,90.042
7719.691,10.539,11.930,87.481
7721.472,14.566,12.108,49.582
7723.248,12.367,12.232,18.167
7725.029,10.549,12.209,17.318
7726.806,11.423,12.143,26.688
7728.584,10.942,12.198,26.755
7730.366,10.932,12.153,16.835
7732.144,10.729,11.960,8.911
7733.927,12.978,11.933,7.624
7735.706,11.637,12.133,9.758
7737.490,11.643,11.945,12.114
7739.270,13.319,12.126,10.596
7741.051,12.229,12.382,8.436
7742.836,12.909,12.344,8.243
7744.617,12.260,12.254,7.308
7746.403,12.305,12.227,6.871
7748.185,12.974,12.053,8.676
7749.972,13.712,12.097,25.896
7751.754,11.863,12.102,91.107
7753.538,10.784,12.026,114.478
7755.326,15.008,12.186,55.677
7757.110,12.022,12.154,10.654
7758.899,12.972,12.198,13.151
7760.683,11.247,12.269,30.478
7762.473,11.847,12.323,42.952
7764.259,12.844,12.292,28.844
7766.045,12.925,12.121,9.919
7767.836,12.161,12.027,5.806
7769.623,11.875,12.164,6.300
7771.414,13.386,12.157,7.355
7773.202,13.343,12.160,12.720
7774.995,11.452,12.226,20.920
7776.783,13.625,12.114,20.220
7778.572,12.184,12.052,11.103
7780.366,12.160,12.054,14.851
7782.156,8.892,12.037,28.686
7783.951,11.966,12.079,27.142
7785.741,11.777,12.116,12.818
7787.537,10.531,12.057,9.177
7789.328,12.108,12.283,8.876
7791.120,11.911,12.032,10.500
7792.917,11.464,11.899,15.756
7794.709,11.406,12.032,50.966
7796.507,7.988,12.200,89.189
7798.300,14.225,12.198,59.484
7800.099,11.245,12.059,12.630
7801.893,12.741,12.082,6.760
7803.688,12.325,12.187,6.243
7805.487,11.989,12.212,6.564
7807.283,12.528,12.055,10.260
7809.083,12.435,11.768,26.513
7810.880,10.547,11.646,41.252
7812.681,10.944,11.799,29.747
7814.478,12.290,11.850,13.022
7816.276,11.320,11.789,9.652
7818.078,11.846,11.766,9.685
7819.877,12.624,11.821,12.425
7821.680,10.531,11.875,53.504
7823.480,7.606,11.713,101.835
7825.284,14.146,11.627,81.421
7827.084,11.573,11.669,23.773
7828.884,10.480,11.730,8.738
7830.690,12.307,11.775,8.566
7832.491,11.144,11.881,8.087
7834.297,11.514,11.740,6.990
7836.100,12.392,11.556,7.512
7837.907,11.307,11.598,6.909
7839.710,11.564,11.744,7.263
7841.513,10.511,11.638,19.527
7843.321,9.906,11.513,39.020
7845.126,12.405,11.538,30.972
7846.935,11.294,11.734,11.725
7848.740,11.463,11.830,8.064
7850.550,10.719,11.747,14.581
7852.356,11.640,11.671,32.975
7854.167,9.140,11.565,80.469
7855.974,9.248,11.763,110.509
7857.781,13.099,11.826,68.372
7859.593,12.614,11.765,29.324
7861.401,12.235,11.713,39.314
7863.214,9.621,11.588,46.254
7865.023,13.376,11.387,26.995
7866.836,11.111,11.597,10.964
7868.646,11.795,11.621,17.787
7870.456,10.108,11.573,33.774
7872.271,9.317,11.698,52.382
7874.082,11.517,11.783,46.359
7875.898,11.678,11.569,17.180
7877.710,12.429,11.565,8.476
7879.526,12.108,11.387,21.489
7881.339,10.623,11.270,37.209
7883.152,10.798,11.373,38.828
7884.970,11.708,11.340,26.460
7886.784,11.640,11.084,16.207
7888.603,10.926,11.016,16.207
7890.417,9.745,10.839,39.841
7892.237,9.194,10.787,62.655
7894.052,10.874,10.987,45.213
7895.868,11.762,11.127,17.508
7897.689,11.170,11.192,9.927
7899.506,10.848,11.443,9.088
7901.328,11.013,11.435,7.720
7903.145,12.138,11.383,6.817
7904.968,10.936,11.453,7.663
7906.786,12.693,11.373,8.139
7908.605,11.624,11.189,8.500
7910.429,10.140,11.176,8.824
7912.249,12.683,11.399,14.772
7914.073,10.772,11.546,67.535
7915.894,10.368,11.372,123.444
7917.719,11.182,11.090,92.732
7919.541,13.710,11.280,26.269
7921.363,10.655,11.330,34.672
7923.189,9.835,11.294,59.557
7925.012,9.084,11.189,48.502
7926.840,10.767,11.094,17.251
7928.663,11.345,11.198,8.061
7930.491,11.530,11.416,15.194
7932.316,9.163,11.451,36.274
7934.141,11.900,11.490,45.889
7935.970,12.751,11.417,26.490
7937.796,11.778,11.257,10.032
7939.626,11.433,11.241,6.631
7941.453,11.103,11.053,6.751
7943.284,11.912,10.895,7.198
7945.111,10.539,10.997,8.134
7946.939,11.919,11.164,9.527
7948.772,10.351,11.245,14.755
7950.600,12.513,11.274,29.233
7952.434,9.495,11.097,31.777
7954.263,10.757,11.279,15.810
7956.097,11.555,11.289,6.529
7957.928,10.811,11.266,6.003
7959.758,11.171,11.442,5.326
7961.594,11.000,11.621,5.852
7963.425,9.883,11.654,12.925
7965.262,14.507,11.711,52.801
7967.094,12.425,11.712,84.301
7968.931,11.066,11.590,58.979
7970.765,12.413,11.426,22.635
7972.598,10.633,11.374,11.163
7974.437,11.579,11.355,7.218
7976.271,10.667,11.072,7.994
7978.111,10.096,11.100,15.248
7979.946,12.912,11.422,33.445
7981.786,7.507,11.598,48.985
7983.622,10.432,11.414,33.869
7985.459,11.623,11.409,10.993
7987.300,12.131,11.486,6.702
7989.138,10.854,11.438,7.418
7990.980,11.915,11.371,9.131
7992.818,11.908,11.400,28.789
7994.662,6.197,11.417,83.518
7996.501,9.156,11.293,96.202
7998.345,12.803,11.522,44.666
8000.185,11.073,11.548,12.566
8002.025,11.527,11.294,9.087
8003.870,10.699,11.080,8.607
8005.712,11.897,11.125,7.990
8007.558,11.455,11.234,6.822
8009.400,10.504,11.394,6.198
8011.247,12.918,11.313,6.086
8013.090,11.273,11.189,8.987
8014.933,9.906,11.176,24.388
8016.781,11.925,11.178,35.891
8018.626,14.742,11.381,22.757
8020.475,10.039,11.196,10.397
8022.320,11.159,11.252,12.316
8024.170,12.434,11.459,13.845
8026.016,12.162,11.470,36.828
8027.862,9.128,11.341,73.344
8029.713,11.776,11.366,62.637
8031.561,12.696,11.172,26.842
8033.413,11.566,11.340,12.207
8035.261,12.039,11.555,8.365
8037.114,10.676,11.478,7.226
8038.963,10.957,11.396,6.366
8040.812,10.475,11.444,6.071
8042.666,12.290,11.488,6.672
8044.516,10.911,11.567,6.734
8046.371,10.714,11.650,6.021
8048.222,10.663,11.640,5.737
8050.078,12.303,11.541,6.938
8051.930,11.902,11.601,13.285
8053.783,12.817,11.592,23.015
8055.640,11.453,11.510,21.363
8057.493,11.008,11.520,10.623
8059.351,11.867,11.541,5.898
8061.205,10.362,11.362,10.314
8063.064,9.753,11.333,31.356
8064.919,9.483,11.070,43.853
8066.774,10.890,11.071,25.670
8068.634,10.174,11.241,8.030
8070.490,11.299,11.360,6.394
8072.352,11.252,11.468,5.491
8074.209,12.097,11.426,5.780
8076.070,10.311,11.346,6.384
8077.928,10.396,11.555,7.576
8079.787,11.850,11.597,7.983
8081.650,12.097,11.305,6.895
8083.509,11.683,11.175,6.186
8085.373,10.829,11.074,7.823
8087.233,11.548,11.220,9.116
8089.098,11.566,11.308,8.061
8090.959,11.042,11.352,5.911
